transaction_number,invoice,name,date,debit_credit,account,amount
000254,,Initial equipment and inventory setup,25/05/2025,D,238,1647.49
000254,,Initial equipment and inventory setup,25/05/2025,D,3224,5012.97
000254,,Initial equipment and inventory setup,25/05/2025,C,1061,6660.46
000255,,Initial equipment and inventory setup,17/08/2025,D,2971,4396.80
000255,,Initial equipment and inventory setup,17/08/2025,D,326,10106.94
000255,,Initial equipment and inventory setup,17/08/2025,C,168,14503.74
000256,INV2025-00256,Service expense from Epsilon Tech,22/09/2025,D,29081,17279.47
000256,INV2025-00256,Service expense from Epsilon Tech,22/09/2025,D,3585,4556.55
000256,INV2025-00256,Service expense from Epsilon Tech,22/09/2025,C,108,21836.02
000256,INV2025-00256,Service expense from Epsilon Tech,22/09/2025,D,626,7637.51
000256,INV2025-00256,Service expense from Epsilon Tech,22/09/2025,D,44566,1527.50
000256,INV2025-00256,Service expense from Epsilon Tech,22/09/2025,C,401PAC,9165.01
000257,,Initial equipment and inventory setup,19/02/2025,D,266,11352.97
000257,,Initial equipment and inventory setup,19/02/2025,D,321,9025.39
000257,,Initial equipment and inventory setup,19/02/2025,C,161,20378.36
000258,INV2025-00258,Sales invoice to Riviera Group,16/06/2025,D,2771,17630.66
000258,INV2025-00258,Sales invoice to Riviera Group,16/06/2025,D,39,5132.78
000258,INV2025-00258,Sales invoice to Riviera Group,16/06/2025,C,165,22763.44
000258,INV2025-00258,Sales invoice to Riviera Group,16/06/2025,D,411ORP,16464.00
000258,INV2025-00258,Sales invoice to Riviera Group,16/06/2025,C,706,13720.00
000258,INV2025-00258,Sales invoice to Riviera Group,16/06/2025,C,44571,2744.00
000258,INV2025-00258,Sales invoice to Riviera Group,16/06/2025,D,531,722.86
000258,INV2025-00258,Sales invoice to Riviera Group,16/06/2025,C,768,722.86
000259,INV2025-00259,Sales invoice to Lumen Buyers,29/09/2025,D,213181,2612.13
000259,INV2025-00259,Sales invoice to Lumen Buyers,29/09/2025,D,36,3602.31
000259,INV2025-00259,Sales invoice to Lumen Buyers,29/09/2025,C,168,6214.44
000259,INV2025-00259,Sales invoice to Lumen Buyers,29/09/2025,D,411GTZ,8564.24
000259,INV2025-00259,Sales invoice to Lumen Buyers,29/09/2025,C,706,7136.87
000259,INV2025-00259,Sales invoice to Lumen Buyers,29/09/2025,C,44571,1427.37
000260,,Bank interest from Banque Meridian,30/07/2025,D,2768,14172.77
000260,,Bank interest from Banque Meridian,30/07/2025,D,3311,4880.81
000260,,Bank interest from Banque Meridian,30/07/2025,C,164,19053.58
000260,,Bank interest from Banque Meridian,30/07/2025,D,5121,59.28
000260,,Bank interest from Banque Meridian,30/07/2025,C,768,59.28
000260,,Bank interest from Banque Meridian,30/07/2025,D,512,732.93
000260,,Bank interest from Banque Meridian,30/07/2025,C,775,732.93
000261,,Initial equipment and inventory setup,18/03/2025,D,237,14044.75
000261,,Initial equipment and inventory setup,18/03/2025,D,3931,10426.34
000261,,Initial equipment and inventory setup,18/03/2025,C,108,24471.09
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,D,21383,11655.89
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,D,322,2291.04
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,C,168,13946.93
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,D,601,7604.33
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,D,44562,1520.87
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,C,401UNI,9125.20
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,D,411GRF,419.22
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,C,701,349.35
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,C,44571,69.87
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,D,5124,232.15
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,C,767,232.15
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,D,6752,5916.17
000262,INV2025-00262,Sales invoice to Wavefront Buyers,31/03/2025,C,512,5916.17
000263,INV2025-00263,Goods purchase from Granite Works,26/10/2025,D,277,10837.61
000263,INV2025-00263,Goods purchase from Granite Works,26/10/2025,D,393,11887.21
000263,INV2025-00263,Goods purchase from Granite Works,26/10/2025,C,164,22724.82
000263,INV2025-00263,Goods purchase from Granite Works,26/10/2025,D,6061,6484.04
000263,INV2025-00263,Goods purchase from Granite Works,26/10/2025,D,44562,1296.81
000263,INV2025-00263,Goods purchase from Granite Works,26/10/2025,C,401AGL,7780.85
000264,INV2025-00264,Goods purchase from Cloud Nine IT,18/11/2025,D,273,11365.22
000264,INV2025-00264,Goods purchase from Cloud Nine IT,18/11/2025,D,3451,6723.23
000264,INV2025-00264,Goods purchase from Cloud Nine IT,18/11/2025,C,101,18088.45
000264,INV2025-00264,Goods purchase from Cloud Nine IT,18/11/2025,D,601,1976.39
000264,INV2025-00264,Goods purchase from Cloud Nine IT,18/11/2025,D,44562,395.28
000264,INV2025-00264,Goods purchase from Cloud Nine IT,18/11/2025,C,401PRO,2371.67
000265,INV2025-00265,Service expense from Horizon Consulting,10/10/2025,D,21382,8480.42
000265,INV2025-00265,Service expense from Horizon Consulting,10/10/2025,D,3265,11382.02
000265,INV2025-00265,Service expense from Horizon Consulting,10/10/2025,C,164,19862.44
000265,INV2025-00265,Service expense from Horizon Consulting,10/10/2025,D,6226,4522.12
000265,INV2025-00265,Service expense from Horizon Consulting,10/10/2025,D,44562,904.42
000265,INV2025-00265,Service expense from Horizon Consulting,10/10/2025,C,401MET,5426.54
000266,INV2025-00266,Goods purchase from Delta Office,15/01/2025,D,2968,1561.22
000266,INV2025-00266,Goods purchase from Delta Office,15/01/2025,D,31,6032.30
000266,INV2025-00266,Goods purchase from Delta Office,15/01/2025,C,168,7593.52
000266,INV2025-00266,Goods purchase from Delta Office,15/01/2025,D,6061,8584.43
000266,INV2025-00266,Goods purchase from Delta Office,15/01/2025,D,44562,1716.89
000266,INV2025-00266,Goods purchase from Delta Office,15/01/2025,C,401ZEN,10301.32
000266,INV2025-00266,Goods purchase from Delta Office,15/01/2025,D,66116,494.69
000266,INV2025-00266,Goods purchase from Delta Office,15/01/2025,C,531,494.69
000267,,Initial equipment and inventory setup,15/08/2025,D,21315,17947.03
000267,,Initial equipment and inventory setup,15/08/2025,D,3935,9278.49
000267,,Initial equipment and inventory setup,15/08/2025,C,161,27225.52
000268,,Initial equipment and inventory setup,05/02/2025,D,291,17925.48
000268,,Initial equipment and inventory setup,05/02/2025,D,331,2350.98
000268,,Initial equipment and inventory setup,05/02/2025,C,167,20276.46
000269,INV2025-00269,Service expense from Jetstream Freight,03/08/2025,D,2611,6667.36
000269,INV2025-00269,Service expense from Jetstream Freight,03/08/2025,D,317,9774.45
000269,INV2025-00269,Service expense from Jetstream Freight,03/08/2025,C,161,16441.81
000269,INV2025-00269,Service expense from Jetstream Freight,03/08/2025,D,6152,2366.53
000269,INV2025-00269,Service expense from Jetstream Freight,03/08/2025,D,44562,473.31
000269,INV2025-00269,Service expense from Jetstream Freight,03/08/2025,C,401INT,2839.84
000270,,Bank interest from Banque Meridian,03/09/2025,D,231,2373.01
000270,,Bank interest from Banque Meridian,03/09/2025,D,3267,11176.75
000270,,Bank interest from Banque Meridian,03/09/2025,C,1061,13549.76
000270,,Bank interest from Banque Meridian,03/09/2025,D,5124,565.36
000270,,Bank interest from Banque Meridian,03/09/2025,C,763,565.36
000271,INV2025-00271,Sales invoice to Coral Partners,15/03/2025,D,2676,17070.22
000271,INV2025-00271,Sales invoice to Coral Partners,15/03/2025,D,3931,977.76
000271,INV2025-00271,Sales invoice to Coral Partners,15/03/2025,C,167,18047.98
000271,INV2025-00271,Sales invoice to Coral Partners,15/03/2025,D,602,3788.47
000271,INV2025-00271,Sales invoice to Coral Partners,15/03/2025,D,44562,757.69
000271,INV2025-00271,Sales invoice to Coral Partners,15/03/2025,C,401VIA,4546.16
000271,INV2025-00271,Sales invoice to Coral Partners,15/03/2025,D,411GLP,23958.94
000271,INV2025-00271,Sales invoice to Coral Partners,15/03/2025,C,703,19965.78
000271,INV2025-00271,Sales invoice to Coral Partners,15/03/2025,C,44571,3993.16
000272,,Bank interest from Banque Meridian,18/10/2025,D,2722,4497.42
000272,,Bank interest from Banque Meridian,18/10/2025,D,3586,1136.72
000272,,Bank interest from Banque Meridian,18/10/2025,C,161,5634.14
000272,,Bank interest from Banque Meridian,18/10/2025,D,5124,783.26
000272,,Bank interest from Banque Meridian,18/10/2025,C,7638,783.26
000273,,Exceptional expense paid,23/03/2025,D,2803,8187.38
000273,,Exceptional expense paid,23/03/2025,D,394,9053.33
000273,,Exceptional expense paid,23/03/2025,C,1061,17240.71
000273,,Exceptional expense paid,23/03/2025,D,6718,4473.54
000273,,Exceptional expense paid,23/03/2025,C,5124,4473.54
000274,,Initial equipment and inventory setup,05/01/2025,D,280,2696.68
000274,,Initial equipment and inventory setup,05/01/2025,D,326,1809.07
000274,,Initial equipment and inventory setup,05/01/2025,C,108,4505.75
000275,INV2025-00275,Sales invoice to Lagoon Partners,07/08/2025,D,2967,6175.17
000275,INV2025-00275,Sales invoice to Lagoon Partners,07/08/2025,D,3917,848.96
000275,INV2025-00275,Sales invoice to Lagoon Partners,07/08/2025,C,165,7024.13
000275,INV2025-00275,Sales invoice to Lagoon Partners,07/08/2025,D,602,2773.09
000275,INV2025-00275,Sales invoice to Lagoon Partners,07/08/2025,D,44566,554.62
000275,INV2025-00275,Sales invoice to Lagoon Partners,07/08/2025,C,401HBR,3327.71
000275,INV2025-00275,Sales invoice to Lagoon Partners,07/08/2025,D,411ROR,1020.66
000275,INV2025-00275,Sales invoice to Lagoon Partners,07/08/2025,C,706,850.55
000275,INV2025-00275,Sales invoice to Lagoon Partners,07/08/2025,C,44571,170.11
000276,INV2025-00276,Sales invoice to Beacon Stores,22/12/2025,D,281,13393.21
000276,INV2025-00276,Sales invoice to Beacon Stores,22/12/2025,D,3581,11059.95
000276,INV2025-00276,Sales invoice to Beacon Stores,22/12/2025,C,167,24453.16
000276,INV2025-00276,Sales invoice to Beacon Stores,22/12/2025,D,411RUO,22381.00
000276,INV2025-00276,Sales invoice to Beacon Stores,22/12/2025,C,701,18650.83
000276,INV2025-00276,Sales invoice to Beacon Stores,22/12/2025,C,44571,3730.17
000277,INV2025-00277,Service expense from Granite Works,02/05/2025,D,2681,9095.26
000277,INV2025-00277,Service expense from Granite Works,02/05/2025,D,38,2165.31
000277,INV2025-00277,Service expense from Granite Works,02/05/2025,C,1061,11260.57
000277,INV2025-00277,Service expense from Granite Works,02/05/2025,D,6152,557.36
000277,INV2025-00277,Service expense from Granite Works,02/05/2025,D,44562,111.47
000277,INV2025-00277,Service expense from Granite Works,02/05/2025,C,401AGL,668.83
000277,INV2025-00277,Service expense from Granite Works,02/05/2025,D,512,910.48
000277,INV2025-00277,Service expense from Granite Works,02/05/2025,C,7782,910.48
000278,INV2025-00278,Goods purchase from Brick and Bolt,17/09/2025,D,2013,9731.11
000278,INV2025-00278,Goods purchase from Brick and Bolt,17/09/2025,D,3972,6856.52
000278,INV2025-00278,Goods purchase from Brick and Bolt,17/09/2025,C,1061,16587.63
000278,INV2025-00278,Goods purchase from Brick and Bolt,17/09/2025,D,601,7237.85
000278,INV2025-00278,Goods purchase from Brick and Bolt,17/09/2025,D,44562,1447.57
000278,INV2025-00278,Goods purchase from Brick and Bolt,17/09/2025,C,401RAP,8685.42
000279,,Initial equipment and inventory setup,01/01/2025,D,2976,8166.78
000279,,Initial equipment and inventory setup,01/01/2025,D,3311,2831.62
000279,,Initial equipment and inventory setup,01/01/2025,C,167,10998.40
000280,INV2025-00280,Service expense from Cloud Nine IT,07/12/2025,D,2801,16660.08
000280,INV2025-00280,Service expense from Cloud Nine IT,07/12/2025,D,358,3263.82
000280,INV2025-00280,Service expense from Cloud Nine IT,07/12/2025,C,164,19923.90
000280,INV2025-00280,Service expense from Cloud Nine IT,07/12/2025,D,6226,8208.29
000280,INV2025-00280,Service expense from Cloud Nine IT,07/12/2025,D,44562,1641.66
000280,INV2025-00280,Service expense from Cloud Nine IT,07/12/2025,C,401GEO,9849.95
000280,INV2025-00280,Service expense from Cloud Nine IT,07/12/2025,D,512,4067.27
000280,INV2025-00280,Service expense from Cloud Nine IT,07/12/2025,C,775,4067.27
000281,INV2025-00281,Goods purchase from Atlas Cleaning,30/09/2025,D,213581,16596.06
000281,INV2025-00281,Goods purchase from Atlas Cleaning,30/09/2025,D,3931,4029.70
000281,INV2025-00281,Goods purchase from Atlas Cleaning,30/09/2025,C,164,20625.76
000281,INV2025-00281,Goods purchase from Atlas Cleaning,30/09/2025,D,602,1883.92
000281,INV2025-00281,Goods purchase from Atlas Cleaning,30/09/2025,D,44562,376.78
000281,INV2025-00281,Goods purchase from Atlas Cleaning,30/09/2025,C,401LOG,2260.70
000281,INV2025-00281,Goods purchase from Atlas Cleaning,30/09/2025,D,401LOG,1235.55
000281,INV2025-00281,Goods purchase from Atlas Cleaning,30/09/2025,C,531,1235.55
000281,INV2025-00281,Goods purchase from Atlas Cleaning,30/09/2025,D,66,311.88
000281,INV2025-00281,Goods purchase from Atlas Cleaning,30/09/2025,C,5121,311.88
000282,,Initial equipment and inventory setup,04/03/2025,D,2312,4060.40
000282,,Initial equipment and inventory setup,04/03/2025,D,33,5928.96
000282,,Initial equipment and inventory setup,04/03/2025,C,164,9989.36
000283,INV2025-00283,Sales invoice to Lagoon Partners,30/09/2025,D,21534,3406.72
000283,INV2025-00283,Sales invoice to Lagoon Partners,30/09/2025,D,3951,4656.64
000283,INV2025-00283,Sales invoice to Lagoon Partners,30/09/2025,C,167,8063.36
000283,INV2025-00283,Sales invoice to Lagoon Partners,30/09/2025,D,411CXC,19337.76
000283,INV2025-00283,Sales invoice to Lagoon Partners,30/09/2025,C,702,16114.80
000283,INV2025-00283,Sales invoice to Lagoon Partners,30/09/2025,C,44571,3222.96
000283,INV2025-00283,Sales invoice to Lagoon Partners,30/09/2025,D,6612,415.66
000283,INV2025-00283,Sales invoice to Lagoon Partners,30/09/2025,C,512,415.66
000284,INV2025-00284,Service expense from Solar Maintenance,27/08/2025,D,2974,1160.68
000284,INV2025-00284,Service expense from Solar Maintenance,27/08/2025,D,3586,1144.71
000284,INV2025-00284,Service expense from Solar Maintenance,27/08/2025,C,168,2305.39
000284,INV2025-00284,Service expense from Solar Maintenance,27/08/2025,D,6226,5464.08
000284,INV2025-00284,Service expense from Solar Maintenance,27/08/2025,D,44566,1092.82
000284,INV2025-00284,Service expense from Solar Maintenance,27/08/2025,C,401VAL,6556.90
000284,INV2025-00284,Service expense from Solar Maintenance,27/08/2025,D,664,369.08
000284,INV2025-00284,Service expense from Solar Maintenance,27/08/2025,C,512,369.08
000285,INV2025-00285,Sales invoice to Glacier Clients,13/10/2025,D,2011,12209.53
000285,INV2025-00285,Sales invoice to Glacier Clients,13/10/2025,D,35,4289.13
000285,INV2025-00285,Sales invoice to Glacier Clients,13/10/2025,C,168,16498.66
000285,INV2025-00285,Sales invoice to Glacier Clients,13/10/2025,D,411CYQ,16976.28
000285,INV2025-00285,Sales invoice to Glacier Clients,13/10/2025,C,706,14146.90
000285,INV2025-00285,Sales invoice to Glacier Clients,13/10/2025,C,44571,2829.38
000285,INV2025-00285,Sales invoice to Glacier Clients,13/10/2025,D,664,102.47
000285,INV2025-00285,Sales invoice to Glacier Clients,13/10/2025,C,512,102.47
000286,,Initial equipment and inventory setup,15/05/2025,D,2748,1332.47
000286,,Initial equipment and inventory setup,15/05/2025,D,3921,8265.48
000286,,Initial equipment and inventory setup,15/05/2025,C,161,9597.95
000287,INV2025-00287,Goods purchase from Jetstream Freight,01/05/2025,D,2011,16339.79
000287,INV2025-00287,Goods purchase from Jetstream Freight,01/05/2025,D,335,8353.10
000287,INV2025-00287,Goods purchase from Jetstream Freight,01/05/2025,C,164,24692.89
000287,INV2025-00287,Goods purchase from Jetstream Freight,01/05/2025,D,601,2177.94
000287,INV2025-00287,Goods purchase from Jetstream Freight,01/05/2025,D,44562,435.59
000287,INV2025-00287,Goods purchase from Jetstream Freight,01/05/2025,C,401INT,2613.53
000287,INV2025-00287,Goods purchase from Jetstream Freight,01/05/2025,D,5121,8442.43
000287,INV2025-00287,Goods purchase from Jetstream Freight,01/05/2025,C,774,8442.43
000288,INV2025-00288,Goods purchase from River Construction,27/01/2025,D,211581,1792.64
000288,INV2025-00288,Goods purchase from River Construction,27/01/2025,D,358,6108.89
000288,INV2025-00288,Goods purchase from River Construction,27/01/2025,C,1061,7901.53
000288,INV2025-00288,Goods purchase from River Construction,27/01/2025,D,6061,2800.22
000288,INV2025-00288,Goods purchase from River Construction,27/01/2025,D,44566,560.04
000288,INV2025-00288,Goods purchase from River Construction,27/01/2025,C,401HBR,3360.26
000288,INV2025-00288,Goods purchase from River Construction,27/01/2025,D,401HBR,1800.11
000288,INV2025-00288,Goods purchase from River Construction,27/01/2025,C,512,1800.11
000288,INV2025-00288,Goods purchase from River Construction,27/01/2025,D,664,540.60
000288,INV2025-00288,Goods purchase from River Construction,27/01/2025,C,512,540.60
000289,INV2025-00289,Sales invoice to Iconic Apparel,22/11/2025,D,214,2278.51
000289,INV2025-00289,Sales invoice to Iconic Apparel,22/11/2025,D,3955,400.50
000289,INV2025-00289,Sales invoice to Iconic Apparel,22/11/2025,C,165,2679.01
000289,INV2025-00289,Sales invoice to Iconic Apparel,22/11/2025,D,411ERM,13079.40
000289,INV2025-00289,Sales invoice to Iconic Apparel,22/11/2025,C,702,10899.50
000289,INV2025-00289,Sales invoice to Iconic Apparel,22/11/2025,C,44571,2179.90
000289,INV2025-00289,Sales invoice to Iconic Apparel,22/11/2025,D,66117,496.24
000289,INV2025-00289,Sales invoice to Iconic Apparel,22/11/2025,C,512,496.24
000290,INV2025-00290,Sales invoice to Fjord Buyers,24/05/2025,D,212,10207.23
000290,INV2025-00290,Sales invoice to Fjord Buyers,24/05/2025,D,3311,8147.75
000290,INV2025-00290,Sales invoice to Fjord Buyers,24/05/2025,C,167,18354.98
000290,INV2025-00290,Sales invoice to Fjord Buyers,24/05/2025,D,411TSH,14444.24
000290,INV2025-00290,Sales invoice to Fjord Buyers,24/05/2025,C,706,12036.87
000290,INV2025-00290,Sales invoice to Fjord Buyers,24/05/2025,C,44571,2407.37
000291,INV2025-00291,Service expense from Vector Industry,15/06/2025,D,2801,15955.53
000291,INV2025-00291,Service expense from Vector Industry,15/06/2025,D,3552,4272.46
000291,INV2025-00291,Service expense from Vector Industry,15/06/2025,C,101,20227.99
000291,INV2025-00291,Service expense from Vector Industry,15/06/2025,D,6226,2685.98
000291,INV2025-00291,Service expense from Vector Industry,15/06/2025,D,44562,537.20
000291,INV2025-00291,Service expense from Vector Industry,15/06/2025,C,401EXA,3223.18
000291,INV2025-00291,Service expense from Vector Industry,15/06/2025,D,5124,1911.68
000291,INV2025-00291,Service expense from Vector Industry,15/06/2025,C,7715,1911.68
000292,INV2025-00292,Sales invoice to Elderberry Co,02/01/2025,D,293,11318.48
000292,INV2025-00292,Sales invoice to Elderberry Co,02/01/2025,D,3935,6251.24
000292,INV2025-00292,Sales invoice to Elderberry Co,02/01/2025,C,167,17569.72
000292,INV2025-00292,Sales invoice to Elderberry Co,02/01/2025,D,411SNB,9024.88
000292,INV2025-00292,Sales invoice to Elderberry Co,02/01/2025,C,701,7520.73
000292,INV2025-00292,Sales invoice to Elderberry Co,02/01/2025,C,44571,1504.15
000292,INV2025-00292,Sales invoice to Elderberry Co,02/01/2025,D,66181,138.97
000292,INV2025-00292,Sales invoice to Elderberry Co,02/01/2025,C,531,138.97
000293,,Bank fees charged by Banque Meridian,16/07/2025,D,213181,10510.98
000293,,Bank fees charged by Banque Meridian,16/07/2025,D,33,11727.86
000293,,Bank fees charged by Banque Meridian,16/07/2025,C,167,22238.84
000293,,Bank fees charged by Banque Meridian,16/07/2025,D,6617,382.44
000293,,Bank fees charged by Banque Meridian,16/07/2025,C,512,382.44
000294,INV2025-00294,Sales invoice to Everest Distribution,30/01/2025,D,21531,11795.42
000294,INV2025-00294,Sales invoice to Everest Distribution,30/01/2025,D,3223,6282.02
000294,INV2025-00294,Sales invoice to Everest Distribution,30/01/2025,C,164,18077.44
000294,INV2025-00294,Sales invoice to Everest Distribution,30/01/2025,D,6061,1283.01
000294,INV2025-00294,Sales invoice to Everest Distribution,30/01/2025,D,44562,256.60
000294,INV2025-00294,Sales invoice to Everest Distribution,30/01/2025,C,401FLO,1539.61
000294,INV2025-00294,Sales invoice to Everest Distribution,30/01/2025,D,411JUO,15783.77
000294,INV2025-00294,Sales invoice to Everest Distribution,30/01/2025,C,706,13153.14
000294,INV2025-00294,Sales invoice to Everest Distribution,30/01/2025,C,44571,2630.63
000295,INV2025-00295,Sales invoice to Umbra Retail,30/03/2025,D,2748,3732.28
000295,INV2025-00295,Sales invoice to Umbra Retail,30/03/2025,D,358,8388.25
000295,INV2025-00295,Sales invoice to Umbra Retail,30/03/2025,C,165,12120.53
000295,INV2025-00295,Sales invoice to Umbra Retail,30/03/2025,D,411NRT,8462.16
000295,INV2025-00295,Sales invoice to Umbra Retail,30/03/2025,C,703,7051.80
000295,INV2025-00295,Sales invoice to Umbra Retail,30/03/2025,C,44571,1410.36
000296,INV2025-00296,Sales invoice to Beacon Stores,09/03/2025,D,2157,10105.07
000296,INV2025-00296,Sales invoice to Beacon Stores,09/03/2025,D,3931,6644.17
000296,INV2025-00296,Sales invoice to Beacon Stores,09/03/2025,C,167,16749.24
000296,INV2025-00296,Sales invoice to Beacon Stores,09/03/2025,D,411RUO,7891.15
000296,INV2025-00296,Sales invoice to Beacon Stores,09/03/2025,C,703,6575.96
000296,INV2025-00296,Sales invoice to Beacon Stores,09/03/2025,C,44571,1315.19
000296,INV2025-00296,Sales invoice to Beacon Stores,09/03/2025,D,5121,7276.57
000296,INV2025-00296,Sales invoice to Beacon Stores,09/03/2025,C,7715,7276.57
000297,,Initial equipment and inventory setup,28/12/2025,D,2751,13052.35
000297,,Initial equipment and inventory setup,28/12/2025,D,31,6101.67
000297,,Initial equipment and inventory setup,28/12/2025,C,164,19154.02
000298,,Bank interest from Banque Meridian,08/10/2025,D,2813,17861.98
000298,,Bank interest from Banque Meridian,08/10/2025,D,355,964.94
000298,,Bank interest from Banque Meridian,08/10/2025,C,1061,18826.92
000298,,Bank interest from Banque Meridian,08/10/2025,D,5124,33.76
000298,,Bank interest from Banque Meridian,08/10/2025,C,7626,33.76
000299,INV2025-00299,Sales invoice to Jade Retail,12/09/2025,D,2721,8747.48
000299,INV2025-00299,Sales invoice to Jade Retail,12/09/2025,D,3955,1769.83
000299,INV2025-00299,Sales invoice to Jade Retail,12/09/2025,C,101,10517.31
000299,INV2025-00299,Sales invoice to Jade Retail,12/09/2025,D,411OGH,8204.92
000299,INV2025-00299,Sales invoice to Jade Retail,12/09/2025,C,703,6837.43
000299,INV2025-00299,Sales invoice to Jade Retail,12/09/2025,C,44571,1367.49
000300,,Exceptional expense paid,18/02/2025,D,296,10728.47
000300,,Exceptional expense paid,18/02/2025,D,33,1429.10
000300,,Exceptional expense paid,18/02/2025,C,161,12157.57
000300,,Exceptional expense paid,18/02/2025,D,67,2879.97
000300,,Exceptional expense paid,18/02/2025,C,5121,2879.97
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,D,2932,1842.13
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,D,391,5937.08
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,C,165,7779.21
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,D,607,6579.14
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,D,44566,1315.83
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,C,401BSP,7894.97
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,D,401BSP,4815.62
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,C,5124,4815.62
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,D,668,106.41
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,C,512,106.41
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,D,5124,3275.51
000301,INV2025-00301,Goods purchase from Metro Furniture,12/07/2025,C,7742,3275.51
000302,INV2025-00302,Goods purchase from Pacific Parts,20/07/2025,D,213588,9606.19
000302,INV2025-00302,Goods purchase from Pacific Parts,20/07/2025,D,3351,1546.91
000302,INV2025-00302,Goods purchase from Pacific Parts,20/07/2025,C,168,11153.10
000302,INV2025-00302,Goods purchase from Pacific Parts,20/07/2025,D,601,1083.26
000302,INV2025-00302,Goods purchase from Pacific Parts,20/07/2025,D,44562,216.65
000302,INV2025-00302,Goods purchase from Pacific Parts,20/07/2025,C,401VIA,1299.91
000303,INV2025-00303,Goods purchase from Urban Catering,09/11/2025,D,2818,14932.10
000303,INV2025-00303,Goods purchase from Urban Catering,09/11/2025,D,3971,9241.02
000303,INV2025-00303,Goods purchase from Urban Catering,09/11/2025,C,167,24173.12
000303,INV2025-00303,Goods purchase from Urban Catering,09/11/2025,D,602,3163.42
000303,INV2025-00303,Goods purchase from Urban Catering,09/11/2025,D,44566,632.68
000303,INV2025-00303,Goods purchase from Urban Catering,09/11/2025,C,401CLD,3796.10
000303,INV2025-00303,Goods purchase from Urban Catering,09/11/2025,D,401CLD,1839.76
000303,INV2025-00303,Goods purchase from Urban Catering,09/11/2025,C,531,1839.76
000304,INV2025-00304,Goods purchase from Epsilon Tech,19/08/2025,D,2113,13590.55
000304,INV2025-00304,Goods purchase from Epsilon Tech,19/08/2025,D,3211,5639.27
000304,INV2025-00304,Goods purchase from Epsilon Tech,19/08/2025,C,108,19229.82
000304,INV2025-00304,Goods purchase from Epsilon Tech,19/08/2025,D,601,7885.61
000304,INV2025-00304,Goods purchase from Epsilon Tech,19/08/2025,D,44562,1577.12
000304,INV2025-00304,Goods purchase from Epsilon Tech,19/08/2025,C,401DIG,9462.73
000305,INV2025-00305,Sales invoice to Garnet Supply,02/10/2025,D,2966,10544.86
000305,INV2025-00305,Sales invoice to Garnet Supply,02/10/2025,D,397,7906.00
000305,INV2025-00305,Sales invoice to Garnet Supply,02/10/2025,C,108,18450.86
000305,INV2025-00305,Sales invoice to Garnet Supply,02/10/2025,D,411RJU,15229.99
000305,INV2025-00305,Sales invoice to Garnet Supply,02/10/2025,C,702,12691.66
000305,INV2025-00305,Sales invoice to Garnet Supply,02/10/2025,C,44571,2538.33
000305,INV2025-00305,Sales invoice to Garnet Supply,02/10/2025,D,6615,347.73
000305,INV2025-00305,Sales invoice to Garnet Supply,02/10/2025,C,5121,347.73
000306,INV2025-00306,Sales invoice to Everest Distribution,17/04/2025,D,2155,17499.81
000306,INV2025-00306,Sales invoice to Everest Distribution,17/04/2025,D,393,7858.36
000306,INV2025-00306,Sales invoice to Everest Distribution,17/04/2025,C,165,25358.17
000306,INV2025-00306,Sales invoice to Everest Distribution,17/04/2025,D,626,3652.07
000306,INV2025-00306,Sales invoice to Everest Distribution,17/04/2025,D,44566,730.41
000306,INV2025-00306,Sales invoice to Everest Distribution,17/04/2025,C,401QRS,4382.48
000306,INV2025-00306,Sales invoice to Everest Distribution,17/04/2025,D,411THC,7841.41
000306,INV2025-00306,Sales invoice to Everest Distribution,17/04/2025,C,703,6534.51
000306,INV2025-00306,Sales invoice to Everest Distribution,17/04/2025,C,44571,1306.90
000307,INV2025-00307,Goods purchase from Horizon Consulting,11/09/2025,D,208,14275.04
000307,INV2025-00307,Goods purchase from Horizon Consulting,11/09/2025,D,3552,3797.03
